var,coef,se,z,p,n
treated,0.0050352650819612986,0.016858757816068177,0.2986735521618419,0.765189138750072,844310
one_over,-9.966109244342256e-4,0.016790186288135545,-0.059356752053338506,0.9526679591516081,844310
two_over,0.03854933995221274,0.01662750840544192,2.3184074854892964,0.02042718562359458,844310
