var,coef,se,z,p,n
treated,-0.004190255220914505,0.013136036814681177,-0.31898930248363544,0.7497346247577097,1460786
one_over,0.011522112864966037,0.012532825499360554,0.9193547668523683,0.3579100404681326,1460786
two_over,0.02153137259974605,0.0121671930953706,1.7696252891670106,0.07678958314735007,1460786
